,username,tweet,hashtags,label,labeled_tweet
82,clearpathaction,"Washington ""must ensure that our companies, our innovators, and our clean-energy technologies have the best possible chance to compete internationally,"" said @PowellRich, executive director of ClearPath. @DFCgov @AdamUSDFC #NuclearEnergy  https://www.nytimes.com/reuters/2020/06/11/us/11reuters-usa-nuclearpower-development.html?smid=tw-share …",['#nuclearenergy'],"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0}",neu
83,iam__network,"OPINION: Is India’s renewable energy investment on track? – ET EnergyWorld 

READ MORE:  https://blog.iammarketingmedia.com/opinion-is-indias-renewable-energy-investment-on-track-et-energyworld/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills+ pic.twitter.com/KltU53Qdmc","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.91, 'pos': 0.09, 'compound': 0}",neu
84,energenofficial,"Trump administration seeks to use global aid for nuclear projects
#Trump #US #NuclearEnergy
 https://www.nrgen.org/post/trump-administration-seeks-to-use-global-aid-for-nuclear-projects … pic.twitter.com/HKFPeYDmiM","['#trump', '#us', '#nuclearenergy']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
85,philipp08767899,"“What if Nuclear Energy Didn’t Exist?” by Generation Atomic
 https://link.medium.com/R6tOAWK3f7 ",[],"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0}",neu
86,iam__network,"Wind-solar hybrid is new renewable energy option in India: Crisil 

READ MORE:  https://blog.iammarketingmedia.com/wind-solar-hybrid-is-new-renewable-energy-option-in-india-crisil/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills~ pic.twitter.com/sjAtZw0cCS","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0}",neu
87,uknuclearenergy,GB Grid: #Nuclear is generating 4.40GW (14.69%) out of 29.95GW,['#nuclear'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
88,quinndupont,"""A quest for the Arabian atom? Geopolitics, security, and national identity in the nuclear energy programs in the Middle East""  https://buff.ly/2YdgEjE ",[],"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0}",neu
89,iam__network,"Nexans confirms Seagreen cabling job 

READ MORE:  https://blog.iammarketingmedia.com/nexans-confirms-seagreen-cabling-job/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills* pic.twitter.com/1ER2yV1WGh","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
90,talknuclear,Nuclear power now ‘off track’ in IEA's Sustainable Development Scenario : Energy & Environment - World Nuclear News #NuclearEnergy #cleanenergy  https://www.world-nuclear-news.org/Articles/Nuclear-power-now-off-track-in-IEAs-Sustainable-De?feed=feed … …,"['#nuclearenergy', '#cleanenergy']","{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0}",neu
91,dr_buabdullah,Today we witnessed remarkable progress at the Barakah Nuclear Energy Plant. We are grateful for the resilience and commitment of the Barakah team who truly represent their country's pioneering spirit. This project is a source of pride for everyone who calls UAE home🇦🇪  pic.twitter.com/hJ9FjEI6oS,[],"{'neg': 0.0, 'neu': 0, 'pos': 0.37, 'compound': 0}",pos
92,marion_mcm,Because it has nuclear energy!  Wake up Australia!,[],"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0}",neu
93,iam__network,"Renewable energy is taking off — but not in bank boardrooms 

READ MORE:  https://blog.iammarketingmedia.com/renewable-energy-is-taking-off-but-not-in-bank-boardrooms/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills* pic.twitter.com/YCXNKCfzBI","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0}",neu
94,krijtjevdstoep,Please sign it! Nuclear waste will be dangerous for many thousands of years. Very irresponsible to just go on with that. Sign against nuclear energy in Belgium.  https://twitter.com/jagraag/status/1271418796851572736 …,[],"{'neg': 0.248, 'neu': 0, 'pos': 0.116, 'compound': 0}",neg
95,markgoyder,@edfenergy (Julia Pyke) claims Germany has highest carbon emissions having closed down nuclear energy. Evacuation of Fukushima was unnecessary. Reactor did not release large amounts of radioactive materials #jerichoconversations,['#jerichoconversations'],"{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0}",neu
96,fonuclearenergy,"Today in the 'We are...' campaign, we hear from Markian about his enthusiasm for aviation.

Just a reminder: the first ever Friends of Nuclear Energy event is happening on Thursday 18th June, you can get your free tickets here:  https://lnkd.in/eT8VTxf 
#nuclear #netzero pic.twitter.com/ZxIlzAIAvU","['#nuclear', '#netzero']","{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0}",neu
97,nenscoalition,Curious how a decision from @DFCGov to lift a ban on financing #nuclear projects abroad could promote energy access in emerging markets? Check out this read from @toddjmoss & @J_Lovering of @energyforgrowth: https://www.cgdev.org/blog/nuclear-power-pro-development-six-reasons-why-dfc-should-lift-its-ban …,['#nuclear'],"{'neg': 0.089, 'neu': 0.739, 'pos': 0.172, 'compound': 0}",neu
98,iam__network,"Renewable energy associations commend BOEM for timely conclusion of Vineyard Wind environmental 

READ MORE:  https://blog.iammarketingmedia.com/renewable-energy-associations-commend-boem-for-timely-conclusion-of-vineyard-wind-environmental-impact-statement-daily-energy-insider/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills pic.twitter.com/pA4t2hJwUk","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0}",neu
99,talknuclear,Hydrogen May Be a Lifeline for Nuclear—But It Won’t Be Easy #NuclearEnergy #cleanenergy https://www.powermag.com/hydrogen-may-be-a-lifeline-for-nuclear-but-it-wont-be-easy/#.XuN0UJgABy8.twitter …,"['#nuclearenergy', '#cleanenergy']","{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0}",neu
100,oecd_nea,"15 GW of new #nuclear capacity is required annually between 2020 and 2040 to meet the Sustainable Development Scenario.  Are we on track to achieve the #decarbonisation objectives set by the Paris Agreement? 🤔

Find out in the @IEA’s 🆕 Tracking Clean Energy Progress report ⤵️ https://twitter.com/IEA/status/1271197086671949832 …","['#nuclear', '#decarbonisation']","{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0}",neu
101,goodnightcnslt,"(13) Office of Nuclear Energy on Twitter: ""Where does your clean energy come from? 🤷 The majority of it in the United States comes from nuclear power.😉  https://buff.ly/3eXMZmg "" / Twitter  https://buff.ly/3f1SyzY  pic.twitter.com/Mcr3rGHhmq",[],"{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0}",neu
102,ibergwiesel,"Behind the Numbers on Energy Return on Investment

""I drew on a paper that reviewed many studies, and estimated the EROI to be 5. Lenzen, “Life cycle energy and greenhouse gas emissions of nuclear energy: A review,” Energy Conversion and Management""

 https://www.scientificamerican.com/article/eroi-behind-numbers-energy-return-investment/ …",[],"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0}",neu
103,enec_uae,We are proud to be safely delivering the first peaceful nuclear energy project of its kind in the Arab World and grateful for the support of our wise leadership.  pic.twitter.com/ZyxCaJrWHQ,[],"{'neg': 0.0, 'neu': 0, 'pos': 0.52, 'compound': 0}",pos
104,uknuclearenergy,GB Grid: #Nuclear is generating 4.39GW (14.29%) out of 30.73GW,['#nuclear'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
105,aboutrunning,100% - both of the efficacy of nuclear energy and not shouting along party lines.,[],"{'neg': 0.13, 'neu': 0.749, 'pos': 0.121, 'compound': 0}",neu
106,noramckinney81,"Another thing is that the “party line” that people follow is never as simple and never as straightforward, but if you point it out, you’re a “ist” or “phobe.” My go-to example is nuclear energy. The public is widely misguided because of visceral uninformed reactions and 1/2",[],"{'neg': 0.0, 'neu': 0.946, 'pos': 0.054, 'compound': 0}",neu
107,kevinyeckley,".@GovernorTomWolf A nuclear bailout in PA will force ratepayers to pay higher electricity costs so already profitable nuclear energy corporations can make even higher profits!
Stand with me in saying #NoNukeBailout: http://bit.ly/36HY5H8 ",['#nonukebailout'],"{'neg': 0.073, 'neu': 0.706, 'pos': 0.221, 'compound': 0}",neu
108,kevinyeckley,".@pamforpa A nuclear bailout in PA will force ratepayers to pay higher electricity costs so already profitable nuclear energy corporations can make even higher profits!
Stand with me in saying #NoNukeBailout:  http://bit.ly/36HY5H8 ",['#nonukebailout'],"{'neg': 0.073, 'neu': 0.706, 'pos': 0.221, 'compound': 0}",neu
109,kevinyeckley,".@valgaydos A nuclear bailout in PA will force ratepayers to pay higher electricity costs so already profitable nuclear energy corporations can make even higher profits!
Stand with me in saying #NoNukeBailout:  http://bit.ly/36HY5H8 ",['#nonukebailout'],"{'neg': 0.073, 'neu': 0.706, 'pos': 0.221, 'compound': 0}",neu
110,john_abg,Is he listening to @AOC’s pragmatic approach to #NuclearEnergy then? Hope so.,['#nuclearenergy'],"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0}",neu
111,karnfull_en,"🇬🇧| Our advisors over at @LucidCatalyst have contributed to a ‘groundbreaking new analysis’ of the UK's potential pathways to #netzero, including the role of #NuclearEnergy. 

It’ll be presented at a webinar Thursday 18th June @ 11am CET.  Register here👇🏻  https://email.es.catapult.org.uk/554B-7L2P-881L4E3134/cr.aspx …","['#netzero', '#nuclearenergy']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
112,robertelven,"Fully agree. But for the moment only interested parties are at the table. 
Nobody wants biomass
Windturbines have very bad side effects
Solarpanels on water are an ecologic disaster.
Nuclear energy is excluded.
Nobody was asked.",[],"{'neg': 0.255, 'neu': 0, 'pos': 0.213, 'compound': 0}",neg
113,talknuclear,".@Bruce_Power Unit 7 surpasses one year of delivering reliable, clean power to Ontario #NuclearEnergy #cleanenergy #onpoli  https://www.brucepower.com/2020/06/05/bruce-powers-unit-7-surpasses-one-year-of-delivering-reliable-clean-power-to-ontario/ … … … … … pic.twitter.com/DwFB53MERP","['#nuclearenergy', '#cleanenergy', '#onpoli']","{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0}",neu
114,narorajee,"Congratulations @RosatomGlobal
#NuclearEnergy  pic.twitter.com/J1Suqeql8y",['#nuclearenergy'],"{'neg': 0.0, 'neu': 0, 'pos': 0.565, 'compound': 0}",pos
115,uknuclearenergy,GB Grid: #Nuclear is generating 4.37GW (14.70%) out of 29.74GW,['#nuclear'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
116,jorgeologia1,IEA Report / Agency Calls For ‘Forthright Recognition’ Of Nuclear Energy  https://www.nucnet.org/news/agency-calls-for-forthright-recognition-of-nuclear-energy-6-4-2020 …,[],"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0}",neu
117,urduuae,محمد بن زید نے براكة نیوکلیئر پاور پلانٹ کا دورہ کیا @uaevoiceurdu  https://ur.uae-voice.net/mohamed-bin-zayed-visits-barakah-nuclear-power-plant/ … #BarakahNuclearPowerPlant #UAE #AbuDhabi #Dubai #PowerPlant #NuclearEnergy #Budget2020 #SirfItnaKarnaHay,"['#barakahnuclearpowerplant', '#uae', '#abudhabi', '#dubai', '#powerplant', '#nuclearenergy', '#budget2020', '#sirfitnakarnahay']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
118,william230616,Good. What a crazy idea it was to put Communist anti western China in charge of our nuclear energy! We don't need it anyway. We've got centuries of coal deposits waiting to be mined once the world realises global warming is a scam.  https://twitter.com/Tobias_Ellwood/status/1269539001188352000 …,[],"{'neg': 0.16, 'neu': 0.718, 'pos': 0.122, 'compound': 0}",neu
119,wuhokay,Do some research around Communist activity in the US regarding the development of nuclear energy. The 'Hollwood' discourse is a readily consumed distraction.,[],"{'neg': 0.101, 'neu': 0.817, 'pos': 0.082, 'compound': 0}",neu
120,iam__network,"Masdar inks 500MW wind deal with Uzbekistan 

READ MORE:  https://blog.iammarketingmedia.com/masdar-inks-500mw-wind-deal-with-uzbekistan/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills~ pic.twitter.com/BlQaHG2wJC","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
121,iam__network,"419MW Mesquite Star shines in Texas 

READ MORE:  https://blog.iammarketingmedia.com/419mw-mesquite-star-shines-in-texas/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills pic.twitter.com/qRlaCHuELE","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
122,hitesh19071992,"@narendramodi @PMOIndia @HMOIndia @rajnathsingh @shripadynaik @DefenceMinIndia @DRDO_India @indiannavy @isro

Expeditionary Transfer Ship-2
Hospital Ship-2
Floating Dry Dock
Vehicle Cargo ship
Nuclear Energy Ship-15
जो हमारे समुद्र में स्थित Strategic Base को ऊर्जा प्रदान कर सके।",[],"{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0}",neu
123,uknuclearenergy,GB Grid: #Nuclear is generating 4.36GW (15.10%) out of 28.88GW,['#nuclear'],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
124,consorziorfx,"Più di 60 anni fa nel settembre del 1958 ha avuto luogo la Seconda Conferenza delle #NazioniUnite sull'uso pacifico dell'energia Atomica.
Scoprine di più sull’articolo di @nature
 https://www.nature.com/articles/s41567-020-0940-7 …
#nuclearfusion #nuclear #energy #fusionforyou #nature #naturephysics #fusion https://twitter.com/IAEANA/status/1271378095694643202 …","['#nazioniunite', '#nuclearfusion', '#nuclear', '#energy', '#fusionforyou', '#nature', '#naturephysics', '#fusion']","{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0}",neu
125,ukaeaofficial,"Our CEO, Professor Ian Chapman recently took part in a #podcast by #BP #Technology Outlook. He was interviewed by Technology Journalist, Angela Lamont, about #fusion energy. Check out the podcast here:  https://on.bp.com/2UBFIQy 
@bp_plc #fusionenergy #nuclearenergy #climatechange","['#podcast', '#bp', '#technology', '#fusion', '#fusionenergy', '#nuclearenergy', '#climatechange']","{'neg': 0.0, 'neu': 0.943, 'pos': 0.057, 'compound': 0}",neu
